x,y,intensity,ultra,lidar
0,0,34,20,43
0,0,32,20,231
0,0,33,20,231
0,0,31,20,230
0,0,29,20,230
0,4,34,20,231
0,4,32,765,231
0,4,31,20,230
0,4,34,20,230
0,4,31,20,231
0,8,30,20,231
0,8,32,20,231
0,8,33,20,231
0,8,31,20,230
0,8,33,20,230
0,12,30,20,230
0,12,31,765,230
0,12,30,20,229
0,12,32,20,229
0,12,34,20,231
0,16,33,20,231
0,16,33,20,232
0,16,33,20,232
0,16,33,20,231
0,16,30,20,231
0,20,30,20,231
0,20,30,765,231
0,20,32,20,229
0,20,32,20,229
0,20,33,20,229
0,24,30,20,229
0,24,33,20,230
0,24,34,20,230
0,24,36,20,229
0,24,28,20,229
0,28,31,20,231
0,28,34,765,231
0,28,32,20,231
0,28,32,20,231
0,28,32,20,231
0,32,33,20,231
0,32,31,20,232
0,32,30,20,232
0,32,31,20,230
0,32,31,20,230
0,36,29,20,230
0,36,34,20,230
0,36,31,20,230
0,36,29,20,230
0,36,32,20,230
0,40,33,20,230
0,40,32,20,229
0,40,33,20,229
0,40,31,20,229
0,40,34,20,229
0,44,30,20,230
0,44,31,765,230
0,44,31,20,230
0,44,30,20,230
0,44,33,20,229
0,48,30,20,229
0,48,33,20,230
0,48,35,20,230
0,48,32,20,230
0,48,30,20,230
0,52,30,20,228
0,52,33,765,228
0,52,34,20,228
0,52,33,20,228
0,52,33,20,229
0,56,33,20,229
0,56,29,20,229
0,56,31,20,229
0,56,33,20,230
0,56,32,20,230
0,60,33,20,229
0,60,29,20,229
0,60,34,20,229
0,60,30,20,229
0,60,32,20,228
0,64,34,20,228
0,64,31,20,230
0,64,34,20,230
0,64,33,20,230
0,64,32,20,230
0,68,30,20,230
0,68,33,765,230
0,68,32,20,229
0,68,30,20,229
0,68,30,20,228
0,72,31,20,228
0,72,33,20,228
0,72,35,20,228
0,72,30,20,228
0,72,32,20,228
0,76,34,20,228
0,76,32,765,228
0,76,30,20,229
0,76,30,20,229
0,76,31,20,228
0,80,32,20,228
0,80,30,20,227
0,80,33,20,227
0,80,33,20,228
0,80,33,20,228
0,84,31,20,227
0,84,33,20,227
0,84,33,20,227
0,84,29,20,227
0,84,32,20,227
0,88,32,20,227
0,88,33,20,228
0,88,32,20,228
0,88,28,20,227
0,88,35,20,227
0,92,32,20,228
0,92,34,765,228
0,92,32,20,227
0,92,30,20,227
0,92,32,20,226
0,96,30,20,226
0,96,33,20,227
0,96,32,20,227
0,96,33,20,225
0,96,31,20,225
0,100,31,20,227
0,100,32,20,227
0,100,33,20,226
0,100,33,20,226
0,100,33,20,226
0,104,30,20,226
0,104,30,20,225
0,104,30,20,225
0,104,32,20,224
0,104,31,20,224
0,108,29,20,226
0,108,33,765,226
0,108,32,20,225
0,108,32,20,225
0,108,33,20,224
0,112,33,20,224
0,112,33,20,224
0,112,32,20,224
0,112,32,20,224
0,112,34,20,224
0,116,31,20,224
0,116,28,765,224
0,116,32,20,224
0,116,31,20,224
0,116,31,20,223
0,120,32,20,223
0,120,33,20,223
0,120,32,20,223
0,120,32,20,223
0,120,32,20,223
4,120,32,20,223
4,120,35,20,224
4,120,33,20,224
4,120,35,20,222
4,120,31,20,222
4,116,34,20,222
4,116,34,765,222
4,116,30,20,224
4,116,35,20,224
4,116,34,20,222
4,112,30,20,222
4,112,33,20,224
4,112,31,20,224
4,112,32,20,223
4,112,32,20,223
4,108,34,20,224
4,108,31,20,224
4,108,34,20,223
4,108,32,20,223
4,108,35,20,223
4,104,35,20,223
4,104,31,20,225
4,104,36,20,225
4,104,31,20,223
4,104,34,20,223
4,100,31,20,223
4,100,37,765,223
4,100,29,20,224
4,100,36,20,224
4,100,33,20,224
4,96,30,20,224
4,96,34,20,225
4,96,33,20,225
4,96,37,20,224
4,96,33,20,224
4,92,34,20,224
4,92,34,20,224
4,92,30,20,224
4,92,32,20,224
4,92,30,20,225
4,88,32,20,225
4,88,34,20,225
4,88,32,20,225
4,88,34,20,225
4,88,31,20,225
4,84,36,20,223
4,84,32,20,223
4,84,34,20,224
4,84,32,20,224
4,84,32,20,224
4,80,34,20,224
4,80,35,20,225
4,80,34,20,225
4,80,34,20,225
4,80,34,20,225
4,76,36,20,225
4,76,31,21,225
4,76,32,20,224
4,76,31,20,224
4,76,33,20,225
4,72,33,21,225
4,72,33,21,225
4,72,33,21,225
4,72,31,21,224
4,72,32,21,224
4,68,33,21,225
4,68,33,21,225
4,68,32,21,227
4,68,34,21,227
4,68,32,21,225
4,64,32,21,225
4,64,30,21,225
4,64,33,21,225
4,64,32,21,225
4,64,36,21,225
4,60,30,21,224
4,60,37,22,224
4,60,35,21,225
4,60,32,21,225
4,60,32,21,225
4,56,31,21,225
4,56,33,21,226
4,56,32,21,226
4,56,32,21,227
4,56,30,21,227
4,52,35,20,226
4,52,36,765,226
4,52,33,20,225
4,52,32,20,225
4,52,34,20,226
4,48,32,20,226
4,48,33,20,227
4,48,33,20,227
4,48,34,20,226
4,48,31,20,226
4,44,33,20,226
4,44,30,20,226
4,44,29,20,226
4,44,34,20,226
4,44,31,20,227
4,40,36,20,227
4,40,32,20,226
4,40,34,20,226
4,40,33,20,227
4,40,35,20,227
4,36,33,20,226
4,36,34,765,226
4,36,35,20,227
4,36,30,20,227
4,36,32,20,227
4,32,32,20,227
4,32,32,20,227
4,32,32,20,227
4,32,34,20,228
4,32,35,20,228
4,28,33,20,227
4,28,29,765,227
4,28,36,20,227
4,28,33,20,227
4,28,32,20,227
4,24,30,20,227
4,24,33,20,227
4,24,33,20,227
4,24,30,20,228
4,24,33,20,228
4,20,32,20,227
4,20,33,765,227
4,20,35,20,226
4,20,36,20,226
4,20,32,20,227
4,16,33,20,227
4,16,33,20,228
4,16,32,20,228
4,16,34,20,226
4,16,31,20,226
4,12,35,20,228
4,12,33,765,228
4,12,33,20,227
4,12,31,20,227
4,12,30,20,226
4,8,34,20,226
4,8,34,20,227
4,8,31,20,227
4,8,32,20,227
4,8,33,20,227
4,4,33,20,227
4,4,32,765,227
4,4,32,20,227
4,4,33,20,227
4,4,33,20,227
4,0,33,20,227
4,0,33,20,229
4,0,31,20,229
4,0,32,20,227
4,0,32,20,227
8,0,32,20,227
8,0,33,765,227
8,0,34,20,227
8,0,30,20,227
8,0,34,20,228
8,4,32,20,228
8,4,34,20,226
8,4,31,20,226
8,4,34,20,228
8,4,33,20,228
8,8,31,20,228
8,8,32,765,228
8,8,32,20,227
8,8,33,20,227
8,8,32,20,227
8,12,33,20,227
8,12,32,20,228
8,12,32,20,228
8,12,32,20,228
8,12,33,20,228
8,16,33,20,227
8,16,31,765,227
8,16,33,20,226
8,16,33,20,226
8,16,32,20,229
8,20,32,20,229
8,20,35,20,228
8,20,31,20,228
8,20,34,20,228
8,20,33,20,228
8,24,33,20,227
8,24,34,765,227
8,24,33,20,228
8,24,32,20,228
8,24,35,20,227
8,28,34,20,227
8,28,33,20,227
8,28,35,20,227
8,28,32,20,227
8,28,33,20,227
8,32,34,20,226
8,32,34,20,226
8,32,34,20,227
8,32,32,20,227
8,32,33,20,226
8,36,37,20,226
8,36,34,20,226
8,36,31,20,226
8,36,33,20,226
8,36,32,20,226
8,40,32,20,227
8,40,34,765,227
8,40,33,20,226
8,40,32,20,226
8,40,33,20,225
8,44,34,20,225
8,44,35,20,226
8,44,34,20,226
8,44,34,20,225
8,44,32,20,225
8,48,37,20,226
8,48,35,765,226
8,48,34,20,227
8,48,34,20,227
8,48,31,20,225
8,52,34,20,225
8,52,32,20,226
8,52,34,20,226
8,52,34,20,226
8,52,32,20,226
8,56,37,21,227
8,56,35,24,227
8,56,33,21,226
8,56,34,21,226
8,56,32,21,227
8,60,34,21,227
8,60,34,21,226
8,60,35,21,226
8,60,34,21,226
8,60,35,21,226
8,64,30,20,226
8,64,33,21,226
8,64,34,20,225
8,64,34,20,225
8,64,35,20,224
8,68,32,21,224
8,68,34,21,226
8,68,32,21,226
8,68,33,21,226
8,68,33,21,226
8,72,32,21,225
8,72,38,21,225
8,72,32,21,227
8,72,33,21,227
8,72,34,21,225
8,76,33,21,225
8,76,30,21,227
8,76,31,21,227
8,76,33,21,227
8,76,33,21,227
8,80,32,21,226
8,80,31,22,226
8,80,30,21,225
8,80,31,21,225
8,80,33,21,227
8,84,34,20,227
8,84,33,20,225
8,84,33,20,225
8,84,33,20,227
8,84,33,20,227
8,88,33,20,227
8,88,33,21,227
8,88,32,20,225
8,88,34,20,225
8,88,33,20,225
8,92,32,20,225
8,92,33,20,225
8,92,30,20,225
8,92,32,20,224
8,92,31,20,224
8,96,31,20,225
8,96,29,20,225
8,96,35,20,224
8,96,34,20,224
8,96,34,20,225
8,100,34,20,225
8,100,31,20,225
8,100,32,20,225
8,100,33,20,224
8,100,31,20,224
8,104,33,20,224
8,104,32,20,224
8,104,33,20,224
8,104,31,20,224
8,104,35,20,225
8,108,31,20,225
8,108,32,20,222
8,108,33,20,222
8,108,30,20,224
8,108,32,20,224
8,112,32,20,222
8,112,33,765,222
8,112,36,20,224
8,112,34,20,224
8,112,31,20,222
8,116,32,20,222
8,116,31,20,224
8,116,35,20,224
8,116,34,20,222
8,116,30,20,222
8,120,36,20,222
8,120,32,765,222
8,120,36,20,223
8,120,32,20,223
8,120,34,20,223
12,120,33,20,223
12,120,34,20,223
12,120,35,20,223
12,120,35,20,222
12,120,34,20,222
12,116,35,20,222
12,116,32,765,222
12,116,33,20,222
12,116,33,20,222
12,116,34,20,222
12,112,33,20,222
12,112,34,20,222
12,112,33,20,222
12,112,31,20,223
12,112,32,20,223
12,108,32,20,224
12,108,33,20,224
12,108,32,20,223
12,108,33,20,223
12,108,35,20,222
12,104,35,20,222
12,104,34,20,223
12,104,33,20,223
12,104,35,20,224
12,104,32,20,224
12,100,35,20,224
12,100,33,20,224
12,100,35,20,223
12,100,33,20,223
12,100,33,20,223
12,96,32,20,223
12,96,35,20,224
12,96,35,20,224
12,96,31,20,224
12,96,33,20,224
12,92,34,20,224
12,92,30,20,224
12,92,35,20,224
12,92,35,20,224
12,92,34,20,224
12,88,34,21,224
12,88,33,21,223
12,88,32,21,223
12,88,37,21,224
12,88,34,21,224
12,84,36,21,224
12,84,35,22,224
12,84,32,21,224
12,84,37,21,224
12,84,33,21,225
12,80,32,22,225
12,80,31,22,224
12,80,35,22,224
12,80,34,22,225
12,80,34,22,225
12,76,31,22,224
12,76,32,30,224
12,76,34,22,224
12,76,35,22,224
12,76,35,22,224
12,72,35,23,224
12,72,36,23,223
12,72,34,23,223
12,72,34,23,225
12,72,35,23,225
12,68,36,23,224
12,68,34,30,224
12,68,36,23,224
12,68,32,23,224
12,68,33,23,222
12,64,34,21,222
12,64,35,21,223
12,64,34,21,223
12,64,35,21,223
12,64,39,21,223
12,60,32,21,221
12,60,33,22,221
12,60,35,21,222
12,60,34,21,222
12,60,36,21,221
12,56,36,23,221
12,56,33,23,219
12,56,35,23,219
12,56,35,23,220
12,56,36,23,220
12,52,34,21,219
12,52,33,42,219
12,52,34,21,219
12,52,35,21,219
12,52,35,21,218
12,48,34,21,218
12,48,35,21,218
12,48,37,21,218
12,48,34,21,218
12,48,34,21,218
12,44,33,21,219
12,44,36,765,219
12,44,34,21,217
12,44,36,21,217
12,44,35,21,219
12,40,34,20,219
12,40,33,20,219
12,40,36,20,219
12,40,34,20,218
12,40,32,20,218
12,36,32,20,219
12,36,35,20,219
12,36,36,20,221
12,36,34,20,221
12,36,34,20,221
12,32,35,20,221
12,32,34,20,224
12,32,32,20,224
12,32,35,20,223
12,32,29,20,223
12,28,32,20,223
12,28,32,765,223
12,28,34,20,224
12,28,34,20,224
12,28,35,20,225
12,24,34,20,225
12,24,33,20,227
12,24,30,20,227
12,24,32,20,226
12,24,32,20,226
12,20,32,20,226
12,20,34,765,226
12,20,33,20,227
12,20,35,20,227
12,20,34,20,226
12,16,31,20,226
12,16,33,20,227
12,16,33,20,227
12,16,37,20,226
12,16,33,20,226
12,12,31,20,228
12,12,33,765,228
12,12,32,20,227
12,12,31,20,227
12,12,32,20,227
12,8,31,20,227
12,8,33,20,229
12,8,32,20,229
12,8,32,20,227
12,8,32,20,227
12,4,32,20,226
12,4,33,765,226
12,4,31,20,226
12,4,35,20,226
12,4,33,20,227
12,0,30,20,227
12,0,34,20,226
12,0,34,20,226
12,0,28,20,227
12,0,34,20,227
16,0,31,20,227
16,0,33,765,227
16,0,32,20,227
16,0,32,20,227
16,0,33,20,227
16,4,31,20,227
16,4,29,20,227
16,4,33,20,227
16,4,32,20,227
16,4,30,20,227
16,8,32,20,227
16,8,33,765,227
16,8,33,20,227
16,8,34,20,227
16,8,31,20,227
16,12,32,20,227
16,12,31,20,226
16,12,34,20,226
16,12,34,20,226
16,12,34,20,226
16,16,34,20,227
16,16,34,765,227
16,16,32,20,225
16,16,35,20,225
16,16,33,20,225
16,20,36,20,225
16,20,35,20,224
16,20,31,20,224
16,20,33,20,224
16,20,34,20,224
16,24,33,20,224
16,24,34,765,224
16,24,32,20,222
16,24,37,20,222
16,24,32,20,221
16,28,35,20,221
16,28,33,20,217
16,28,35,20,217
16,28,33,20,215
16,28,34,20,215
16,32,36,20,216
16,32,34,765,216
16,32,36,20,211
16,32,33,20,211
16,32,34,20,212
16,36,35,20,212
16,36,33,20,206
16,36,35,20,206
16,36,36,20,206
16,36,35,20,206
16,40,31,20,206
16,40,36,21,206
16,40,35,20,200
16,40,33,20,200
16,40,36,20,201
16,44,37,20,201
16,44,38,20,196
16,44,38,20,196
16,44,36,20,198
16,44,37,20,198
16,48,38,20,197
16,48,35,765,197
16,48,37,20,195
16,48,36,20,195
16,48,37,20,194
16,52,37,20,194
16,52,36,20,196
16,52,35,20,196
16,52,36,20,196
16,52,37,20,196
16,56,33,23,196
16,56,35,32,196
16,56,39,23,198
16,56,36,23,198
16,56,38,23,199
16,60,39,26,199
16,60,35,26,204
16,60,35,26,204
16,60,38,26,204
16,60,38,26,204
16,64,38,28,204
16,64,38,30,204
16,64,36,28,211
16,64,40,28,211
16,64,36,28,209
16,68,40,23,209
16,68,37,23,216
16,68,37,23,216
16,68,35,23,216
16,68,37,23,216
16,72,36,32,216
16,72,37,34,216
16,72,40,32,221
16,72,35,32,221
16,72,41,32,221
16,76,36,32,221
16,76,36,32,222
16,76,36,32,222
16,76,33,32,224
16,76,36,32,224
16,80,36,27,223
16,80,34,765,223
16,80,38,27,224
16,80,35,27,224
16,80,37,27,225
16,84,35,22,225
16,84,37,22,225
16,84,33,22,225
16,84,36,22,224
16,84,35,22,224
16,88,38,21,225
16,88,34,21,225
16,88,35,21,225
16,88,34,21,225
16,88,34,21,225
16,92,31,21,225
16,92,33,21,226
16,92,36,21,226
16,92,36,21,225
16,92,32,21,225
16,96,33,20,225
16,96,34,21,225
16,96,35,20,223
16,96,36,20,223
16,96,33,20,224
16,100,34,20,224
16,100,33,20,223
16,100,35,20,223
16,100,35,20,223
16,100,33,20,223
16,104,34,20,225
16,104,33,20,225
16,104,35,20,224
16,104,33,20,224
16,104,33,20,223
16,108,35,20,223
16,108,31,20,223
16,108,33,20,223
16,108,30,20,222
16,108,34,20,222
16,112,33,20,223
16,112,34,20,223
16,112,33,20,224
16,112,31,20,224
16,112,32,20,223
16,116,31,20,223
16,116,30,20,222
16,116,33,20,222
16,116,30,20,222
16,116,34,20,222
16,120,35,20,222
16,120,31,20,222
16,120,32,20,220
16,120,31,20,220
16,120,30,20,221
20,120,32,20,221
20,120,34,20,223
20,120,35,20,223
20,120,34,20,222
20,120,34,20,222
20,116,35,20,221
20,116,33,20,221
20,116,32,20,222
20,116,30,20,222
20,116,33,20,221
20,112,34,20,221
20,112,33,20,222
20,112,34,20,222
20,112,32,20,222
20,112,34,20,222
20,108,35,20,222
20,108,36,20,222
20,108,31,20,223
20,108,33,20,223
20,108,37,20,221
20,104,33,20,221
20,104,36,20,223
20,104,33,20,223
20,104,35,20,223
20,104,37,20,223
20,100,35,20,224
20,100,36,20,224
20,100,36,20,223
20,100,35,20,223
20,100,37,20,225
20,96,36,20,225
20,96,35,20,222
20,96,36,20,222
20,96,34,20,223
20,96,39,20,223
20,92,36,21,223
20,92,40,22,223
20,92,37,21,224
20,92,39,21,224
20,92,33,21,223
20,88,37,28,223
20,88,37,28,222
20,88,38,28,222
20,88,34,28,222
20,88,38,28,222
20,84,38,24,223
20,84,39,765,223
20,84,35,24,223
20,84,37,24,223
20,84,39,24,223
20,80,39,26,223
20,80,38,26,219
20,80,38,26,219
20,80,38,26,220
20,80,41,26,220
20,76,38,34,220
20,76,43,36,220
20,76,41,25,213
20,76,39,33,213
20,76,41,33,213
20,72,40,23,213
20,72,42,23,201
20,72,39,23,201
20,72,38,23,201
20,72,43,23,201
20,68,40,22,203
20,68,43,24,203
20,68,43,22,189
20,68,40,22,189
20,68,39,22,190
20,64,41,26,190
20,64,41,26,177
20,64,39,26,177
20,64,41,26,177
20,64,43,26,177
20,60,38,25,177
20,60,39,28,177
20,60,41,25,168
20,60,43,25,168
20,60,43,25,168
20,56,37,20,167
20,56,43,21,167
20,56,43,20,161
20,56,45,20,161
20,56,42,20,161
20,52,44,20,161
20,52,44,20,155
20,52,40,20,155
20,52,46,20,155
20,52,44,20,155
20,48,46,20,156
20,48,37,44,156
20,48,40,20,154
20,48,43,20,154
20,48,40,20,153
20,44,42,21,153
20,44,43,21,157
20,44,42,21,157
20,44,41,21,158
20,44,39,21,158
20,40,42,20,156
20,40,39,21,156
20,40,42,20,164
20,40,39,20,164
20,40,40,20,163
20,36,36,20,163
20,36,38,20,172
20,36,38,20,172
20,36,38,20,172
20,36,36,20,172
20,32,38,20,172
20,32,37,765,172
20,32,39,20,184
20,32,36,20,184
20,32,38,20,184
20,28,38,20,184
20,28,37,20,195
20,28,38,20,195
20,28,35,20,197
20,28,35,20,197
20,24,35,20,196
20,24,36,765,196
20,24,34,20,207
20,24,37,20,207
20,24,36,20,208
20,20,34,20,208
20,20,36,20,217
20,20,35,20,217
20,20,35,20,216
20,20,35,20,216
20,16,34,20,216
20,16,36,765,216
20,16,32,20,221
20,16,33,20,221
20,16,34,20,221
20,12,34,20,221
20,12,33,20,224
20,12,31,20,224
20,12,32,20,225
20,12,34,20,225
20,8,36,20,224
20,8,30,765,224
20,8,35,20,226
20,8,37,20,226
20,8,34,20,226
20,4,32,20,226
20,4,32,20,227
20,4,32,20,227
20,4,32,20,227
20,4,31,20,227
20,0,30,20,226
20,0,31,765,226
20,0,30,20,226
20,0,29,20,226
20,0,31,20,226
24,0,31,20,226
24,0,32,20,227
24,0,32,20,227
24,0,32,20,227
24,0,32,20,227
24,4,31,20,226
24,4,32,765,226
24,4,33,20,226
24,4,32,20,226
24,4,34,20,227
24,8,34,20,227
24,8,34,20,224
24,8,35,20,224
24,8,33,20,225
24,8,31,20,225
24,12,35,20,225
24,12,36,765,225
24,12,34,20,221
24,12,33,20,221
24,12,32,20,221
24,16,36,20,221
24,16,36,20,212
24,16,34,20,212
24,16,35,20,211
24,16,33,20,211
24,20,37,20,212
24,20,38,765,212
24,20,36,20,198
24,20,36,20,198
24,20,37,20,197
24,24,38,20,197
24,24,36,20,197
24,24,37,20,180
24,24,38,20,180
24,24,38,20,180
24,28,40,20,180
24,28,38,20,160
24,28,40,20,160
24,28,41,20,159
24,28,41,20,159
24,32,38,20,160
24,32,43,20,160
24,32,40,20,142
24,32,41,20,142
24,32,41,20,144
24,36,44,21,144
24,36,45,21,133
24,36,42,21,133
24,36,41,21,132
24,36,41,21,132
24,40,45,21,132
24,40,44,37,132
24,40,44,21,126
24,40,42,21,126
24,40,44,21,122
24,44,47,20,122
24,44,44,20,121
24,44,47,20,121
24,44,45,20,122
24,44,48,20,122
24,48,50,20,117
24,48,45,765,117
24,48,46,20,116
24,48,48,20,116
24,48,45,20,115
24,52,49,20,115
24,52,51,20,117
24,52,49,20,117
24,52,52,20,118
24,52,52,20,118
24,56,50,24,115
24,56,49,25,115
24,56,48,24,121
24,56,48,24,121
24,56,50,24,121
24,60,51,25,121
24,60,51,26,126
24,60,50,25,126
24,60,51,26,122
24,60,51,26,122
24,64,50,20,121
24,64,50,33,121
24,64,51,20,132
24,64,51,20,132
24,64,49,20,130
24,68,51,34,130
24,68,48,34,144
24,68,48,34,144
24,68,49,34,144
24,68,46,34,144
24,72,49,765,145
24,72,49,765,145
24,72,45,765,161
24,72,50,765,161
24,72,47,765,163
24,76,46,34,163
24,76,47,34,184
24,76,47,34,184
24,76,46,34,181
24,76,42,35,181
24,80,44,765,183
24,80,44,765,183
24,80,45,765,201
24,80,45,765,201
24,80,47,765,200
24,84,46,765,200
24,84,45,765,215
24,84,41,765,215
24,84,43,765,214
24,84,44,765,214
24,88,44,23,214
24,88,38,23,214
24,88,41,23,222
24,88,43,23,222
24,88,40,23,221
24,92,38,23,221
24,92,38,23,223
24,92,39,23,223
24,92,39,23,225
24,92,39,23,225
24,96,36,21,224
24,96,40,22,224
24,96,36,21,222
24,96,37,21,222
24,96,37,21,226
24,100,39,20,226
24,100,34,20,224
24,100,36,20,224
24,100,37,20,223
24,100,39,20,223
24,104,38,20,223
24,104,37,20,223
24,104,35,20,224
24,104,36,20,224
24,104,36,20,223
24,108,34,20,223
24,108,33,20,225
24,108,37,20,225
24,108,35,20,223
24,108,35,20,223
24,112,35,20,224
24,112,31,20,224
24,112,33,20,224
24,112,32,20,224
24,112,33,20,223
24,116,34,20,223
24,116,35,20,221
24,116,36,20,221
24,116,32,20,221
24,116,32,20,221
24,120,34,20,223
24,120,33,20,223
24,120,34,20,221
24,120,35,20,221
24,120,33,20,222
28,120,35,20,222
28,120,34,20,221
28,120,35,20,221
28,120,34,20,222
28,120,33,20,222
28,116,36,20,222
28,116,34,20,222
28,116,35,20,221
28,116,35,20,221
28,116,36,20,221
28,112,36,20,221
28,112,35,20,221
28,112,35,20,221
28,112,33,20,222
28,112,35,20,222
28,108,37,20,223
28,108,36,20,223
28,108,35,20,222
28,108,37,20,222
28,108,35,20,222
28,104,38,20,222
28,104,41,20,221
28,104,40,20,221
28,104,39,20,223
28,104,35,20,223
28,100,41,20,222
28,100,42,20,222
28,100,39,20,222
28,100,40,20,222
28,100,40,20,222
28,96,41,21,222
28,96,44,21,222
28,96,46,21,222
28,96,43,21,222
28,96,42,21,222
28,92,43,27,223
28,92,45,27,223
28,92,44,27,220
28,92,44,27,220
28,92,44,28,220
28,88,49,25,220
28,88,48,25,210
28,88,48,25,210
28,88,46,25,210
28,88,47,25,210
28,84,48,24,209
28,84,50,765,209
28,84,51,24,190
28,84,49,24,190
28,84,51,24,191
28,80,54,765,191
28,80,55,765,166
28,80,51,765,166
28,80,56,765,166
28,80,54,765,166
28,76,56,29,166
28,76,58,765,166
28,76,58,29,143
28,76,59,29,143
28,76,55,29,141
28,72,62,43,141
28,72,59,43,124
28,72,59,43,124
28,72,60,43,124
28,72,60,43,124
28,68,71,35,124
28,68,62,43,124
28,68,62,35,108
28,68,61,35,108
28,68,63,35,108
28,64,64,27,108
28,64,62,27,99
28,64,65,27,99
28,64,63,27,99
28,64,63,27,99
28,60,60,24,98
28,60,64,39,98
28,60,63,24,91
28,60,67,24,91
28,60,63,24,92
28,56,64,28,92
28,56,65,28,87
28,56,65,28,87
28,56,63,28,88
28,56,60,28,88
28,52,56,23,87
28,52,64,26,87
28,52,62,23,86
28,52,63,23,86
28,52,60,23,87
28,48,60,20,87
28,48,59,20,87
28,48,55,20,87
28,48,62,20,86
28,48,64,20,86
28,44,57,22,87
28,44,58,765,87
28,44,55,22,88
28,44,58,22,88
28,44,56,22,88
28,40,50,21,88
28,40,54,21,92
28,40,54,21,92
28,40,54,21,92
28,40,53,21,92
28,36,50,21,93
28,36,54,765,93
28,36,50,21,101
28,36,51,21,101
28,36,50,21,98
28,32,47,20,98
28,32,45,20,110
28,32,45,20,110
28,32,47,20,111
28,32,46,20,111
28,28,44,20,110
28,28,43,20,110
28,28,43,20,124
28,28,45,20,124
28,28,44,20,125
28,24,44,20,125
28,24,41,20,145
28,24,38,20,145
28,24,40,20,144
28,24,43,20,144
28,20,40,20,145
28,20,38,20,145
28,20,38,20,171
28,20,38,20,171
28,20,38,20,170
28,16,36,20,170
28,16,35,20,193
28,16,35,20,193
28,16,36,20,193
28,16,36,20,193
28,12,35,20,194
28,12,35,765,194
28,12,32,20,210
28,12,36,20,210
28,12,37,20,211
28,8,35,20,211
28,8,31,20,220
28,8,35,20,220
28,8,32,20,220
28,8,35,20,220
28,4,35,20,220
28,4,33,765,220
28,4,35,20,225
28,4,33,20,225
28,4,32,20,226
28,0,33,20,226
28,0,31,20,226
28,0,32,20,226
28,0,32,20,227
28,0,34,20,227
32,0,37,20,226
32,0,33,765,226
32,0,35,20,225
32,0,33,20,225
32,0,35,20,225
32,4,36,20,225
32,4,35,20,222
32,4,33,20,222
32,4,35,20,224
32,4,33,20,224
32,8,36,20,222
32,8,35,765,222
